"scenario","resource","year","value","lead_times","supply_factor","supply_lead_combined","Units"
"03192026_UnlimitSupply_highDemand","copper",1975,20.018014268371,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"03192026_UnlimitSupply_highDemand","copper",1990,9.32972113681658,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"03192026_UnlimitSupply_highDemand","copper",2005,14.9585702290667,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"03192026_UnlimitSupply_highDemand","copper",2010,16.0922717462195,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"03192026_UnlimitSupply_highDemand","copper",2015,19.2826897038173,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"03192026_UnlimitSupply_highDemand","copper",2021,21.6903007206488,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"03192026_UnlimitSupply_highDemand","copper",2025,23.6631755875042,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"03192026_UnlimitSupply_highDemand","copper",2030,29.0109497839216,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"03192026_UnlimitSupply_highDemand","copper",2035,34.8346512578543,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"03192026_UnlimitSupply_highDemand","copper",2040,38.6731460457538,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"03192026_UnlimitSupply_highDemand","copper",2045,42.1415856184049,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"03192026_UnlimitSupply_highDemand","copper",2050,44.9164531130342,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"03192026_UnlimitSupply_highDemand","copper",2055,46.8131788350347,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"03192026_UnlimitSupply_highDemand","copper",2060,50.5964079704106,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"03192026_UnlimitSupply_highDemand","copper",2065,53.8076503091904,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"03192026_UnlimitSupply_highDemand","copper",2070,57.0104096356568,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"03192026_UnlimitSupply_highDemand","copper",2075,59.7919132093043,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"03192026_UnlimitSupply_highDemand","copper",2080,62.747512427585,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"03192026_UnlimitSupply_highDemand","copper",2085,65.0332300205452,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"03192026_UnlimitSupply_highDemand","copper",2090,67.634828909981,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"03192026_UnlimitSupply_highDemand","copper",2095,70.118614711628,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"03192026_UnlimitSupply_highDemand","copper",2100,72.470405873386,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"03192026_UnlimitSupply_highDemand","lithium",1975,0.009775007051513,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"03192026_UnlimitSupply_highDemand","lithium",1990,0.012369999039029,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"03192026_UnlimitSupply_highDemand","lithium",2005,0.020300003066177,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"03192026_UnlimitSupply_highDemand","lithium",2010,0.024400000575048,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"03192026_UnlimitSupply_highDemand","lithium",2015,0.032199990491484,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"03192026_UnlimitSupply_highDemand","lithium",2021,0.10688003872354,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"03192026_UnlimitSupply_highDemand","lithium",2025,0.198174033404788,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"03192026_UnlimitSupply_highDemand","lithium",2030,0.430984596567846,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"03192026_UnlimitSupply_highDemand","lithium",2035,0.77603237691028,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"03192026_UnlimitSupply_highDemand","lithium",2040,0.903078440229367,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"03192026_UnlimitSupply_highDemand","lithium",2045,1.06721326965973,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"03192026_UnlimitSupply_highDemand","lithium",2050,1.2274253846431,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"03192026_UnlimitSupply_highDemand","lithium",2055,1.29832346336594,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"03192026_UnlimitSupply_highDemand","lithium",2060,1.42423450920147,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"03192026_UnlimitSupply_highDemand","lithium",2065,1.50904835575733,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"03192026_UnlimitSupply_highDemand","lithium",2070,1.59511323963804,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"03192026_UnlimitSupply_highDemand","lithium",2075,1.68126130810557,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"03192026_UnlimitSupply_highDemand","lithium",2080,1.76714706109541,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"03192026_UnlimitSupply_highDemand","lithium",2085,1.84104991597627,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"03192026_UnlimitSupply_highDemand","lithium",2090,1.91537254819751,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"03192026_UnlimitSupply_highDemand","lithium",2095,1.9891525883737,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"03192026_UnlimitSupply_highDemand","lithium",2100,2.05298117111886,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"03192026_UnlimitSupply_highDemand","nickel",1975,0.670705569055022,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"03192026_UnlimitSupply_highDemand","nickel",1990,0.97400043069754,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"03192026_UnlimitSupply_highDemand","nickel",2005,1.45999896397657,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"03192026_UnlimitSupply_highDemand","nickel",2010,1.70999939634809,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"03192026_UnlimitSupply_highDemand","nickel",2015,2.10987617093723,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"03192026_UnlimitSupply_highDemand","nickel",2021,2.73539608279896,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"03192026_UnlimitSupply_highDemand","nickel",2025,3.0695208530574,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"03192026_UnlimitSupply_highDemand","nickel",2030,3.9832187226215,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"03192026_UnlimitSupply_highDemand","nickel",2035,4.9275853637667,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"03192026_UnlimitSupply_highDemand","nickel",2040,5.34854217448562,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"03192026_UnlimitSupply_highDemand","nickel",2045,5.96014424384104,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"03192026_UnlimitSupply_highDemand","nickel",2050,6.64482072858532,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"03192026_UnlimitSupply_highDemand","nickel",2055,6.91316352569614,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"03192026_UnlimitSupply_highDemand","nickel",2060,7.48622233669527,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"03192026_UnlimitSupply_highDemand","nickel",2065,7.96959157452278,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"03192026_UnlimitSupply_highDemand","nickel",2070,8.41471768706444,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"03192026_UnlimitSupply_highDemand","nickel",2075,8.80796874750239,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"03192026_UnlimitSupply_highDemand","nickel",2080,9.25628129963044,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"03192026_UnlimitSupply_highDemand","nickel",2085,9.55371296876213,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"03192026_UnlimitSupply_highDemand","nickel",2090,9.94337638559949,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"03192026_UnlimitSupply_highDemand","nickel",2095,10.3426918800189,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"03192026_UnlimitSupply_highDemand","nickel",2100,10.6541401326667,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
